Title,Company,Location,Salary,Salary Type,Fit Score,Response Probability,Missing Skills,Verdict,URL
Senior Android Engineer (AI Native),nyra health,"Vienna, Austria (On-site)",,missing,25,5,Android development | Kotlin programming | Jetpack Compose | Android Coroutines/Flow | Hilt/Dagger | Room database | MVVM/MVI architecture | Mobile app development | 5+ years Android experience | Published Android apps | Audio/media processing on Android,"Do not apply - this role requires 5+ years of Android development experience which the candidate completely lacks, making this a fundamental mismatch despite relevant ML background.",https://www.linkedin.com/jobs/view/4396472813/?eBP=CwEAAAGdU_o3BofyKueQsysee4uPowGUEbacBOlsfxQx9Zc9cIYWgHe6qTKaIFV2A0tUXISe62dDWETVqv-sKvE0zWdiaZEIxPYcp7MdK9VdFrZghbiJDwXp99PO-XCGHX5QQZSptJ90MqiPowVRIPFY3yrQ1WZH0AsKksWcW8hvgPUmdcsNYm_5pScBkh_6OJBZer67mOyuyOWP1Kysg3Vmiqy2yETJ1OQXBeiQuZ0U6Q_fxXUmLZSvrGshJCpmTBOxiUdLBytSXmWYvDqa5qZZnlQu7Xd9ClrcSws5SbP0tfaALZCEj26zIgGBPXfAKOq-MEkGrOL3oKQRruzgGAnhzLS23GSdNr6Xp-DFTSE6U-g6SVkjCR9Pl_cNs5q_KP3gCbcg78pEA7xcDB9glsRFc-MY3rv4ekoT3GnXV7ipkFtulJE8oI4HeYqR8DKY2_tl3gR80qeenZiBHwXGYHsQ5_PpVIs&refId=TD3UY9P08fsaRf5QhtLv9A%3D%3D&trackingId=dGW9BXka7V%2Fo038qtSn4Jg%3D%3D&trk=flagship3_search_srp_jobs
Project Manager,MXP,European Union (Remote),,missing,25,15,.NET development experience | Web and mobile app development | Technical project management from conception to completion | Client-facing project management | Ticket management and triage | Release coordination | Customer onboarding | Budget and milestone tracking,Should not apply - this is a complete career pivot from research to client-facing project management with no relevant industry experience or required technical stack.,https://www.linkedin.com/jobs/view/4392196900/?eBP=CwEAAAGdU_sRur25e_V-YtZWVmBHZX5Kqd9GVR4HnEXQWIefcx6nhziHqIscYwhbTVMAeOEDf5NzqTv3so4fLz7LfraSeqEGP_xCA2d7oWgs4vSwDhSeJTCxG5wxpAqdtKU2patPi4ppfK-pT1xQTHn5gnbp4O4Rwbey8IKOlD_2GBEgLZqxRBWwl1IhA_4Su0lLGgd1wi_h_fUfAoqvh8nmPMvALWxteiU0dZTM3zKJVwR8F7RvFn5QvEm5JyQfc7uLD8pDNHTPRx0xcJLhAP9cjGEVbqn-RIyKtpS-XZhPtAO6UMwe_HN1ieRDTt9TMLpgBLGpdxBXYa_hQ_xhvANshFk5MyN5GtNoM1POkrWEz-GW1vnIFsZM8v5XI8AlGDzb25X0Mx2PZyKh46bmnx2Ygt4kGYQx05e841kG3f5po-OJ5EnZoJNJ1t2QUkU4vUPpT4DJp7TWJ6eUnNMFMedVCJJc7YH_xryI&refId=pJ6HazpMUd2UGvPaPh196A%3D%3D&trackingId=xOVw7ep46Zx1V%2F59Te6iEw%3D%3D&trk=flagship3_search_srp_jobs
"Technical Product Manager (m/f/x)- Platform, Grail",Dynatrace,"Vienna, Vienna, Austria (Hybrid)",,missing,25,15,"2+ years technical product management experience | B2B product strategy experience | Cloud technologies (AWS, Azure, GCP) | SaaS product experience | Go-to-market strategy experience | Stakeholder management | Product roadmap ownership | Cross-functional team leadership | Customer-facing product experience","Should not apply - this is a senior product management role requiring business strategy experience, while the candidate is a technical researcher without any demonstrated product management background.",https://www.linkedin.com/jobs/view/4382131536/?eBP=CwEAAAGdU_sRuu8FAyM-IoGM3ItVDkUI5rS7Z-n-NSgMWITWaQH_1NzKji40bMteeNxkRAY-9qYG7JMFCYUqQXskF5R5flRVlN-iJ1HvQKAZFd76Xqucqw41X9rTyLVuFffaj19JNlTK1IaKsNLtQ1wOwI6El6bUtQg0wSzG8IzjRLWsd0VREtjCTWor8eQcABHbp1HDPFsCKgDt5LzQVx2xF5Nfqo_QT3pfxx0d6d3JOjqu8dIKzHfp-J5IbQIUf291yrCGKEks2A7Yl7_UXa-8Kd7_jacVpeIQDtM6s2piImNoX4eN_kTPW6TezVI5OCZnV6Ff8EP3tBY6c83pYWyKp38lQzP9v4bhtKKzesHkn1qT9Qv1IfCfTaIjdHoEwqm6uJFAt8lZlS8r0ceY5YoToY1HG2K_kUlccOVkJiDQk98vkGb4Vau94TDXtZfEXTz2zpi9EguA3UpmPzuJ5utse-wvdx8U1cOhT5WM5oc&refId=pJ6HazpMUd2UGvPaPh196A%3D%3D&trackingId=VsSvA6qomChwNPojpacVvw%3D%3D&trk=flagship3_search_srp_jobs
Assistant Project Manager (Work From Home),Persona,European Union (Remote),,missing,25,15,Business-to-Business Communication experience | Client and Vendor Management | Project Management Tools usage | General business operations experience | Administrative/support role experience | Availability during U.S. business hours,Do not apply - this is a significant career pivot from senior technical role to entry-level administrative support that doesn't utilize the candidate's specialized expertise.,https://www.linkedin.com/jobs/view/4391810187/?eBP=CwEAAAGdU_tbvKXc3GzJM7UAhmXFB_3f6RTxY9zVSA5lPPRSwoFjYxlqybuHbCs8Lok8XxkFGL97yElT1AYY0ZyDc073w9qKekKJA4hurBxI5o4ixTbtAs4iU3x8sTcJ3GcnVpNkYLWBnfHHVcuk0lzNb1ugUGx_EcN06DSaLLW_n8ciNRm5JdcPNaG0r3k_XKNiYJTrhzL9uxgGRA9PYJf920Cm6Mi0CTp0gmpXZTgF-RmwqJjphrXroELchW3NV2-s2TrwJVbeVlVMrgVyLdeucEwxvWIbTv3QwroCiysLOVDmPPYDp9S_5bzB-cKCkQz6YTcKWoIbChKxsQ_gGV9qX0UKlbXP0vLSWry-xbY96lAWnUPeVqPRF3lTnktubPVpoxP4zr7HrvoaJ0qk0MKxZYYNep2H_-T3_P6WwIm2myCw_sG0OqxnRYABCJXJqHcAer7Lwtl1YJBtEK1g0itYHosWspDXZMAD&refId=CLa0peNqw2uC%2BiYKsMr3qw%3D%3D&trackingId=AJsjM29CkdiolyvsHTZPTg%3D%3D&trk=flagship3_search_srp_jobs
"Lead Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda,"Vienna, Vienna, Austria",,missing,25,15,Advanced SQL experience | Tableau or data visualization tools | A/B testing experimentation | Business analytics/insights role experience | Stakeholder management and C-suite presentation experience | Supply chain or e-commerce domain knowledge | Excel expertise | Business recommendation focus,Should not apply - this is a business analyst role requiring commercial experience and stakeholder management skills that don't align with their research engineering background.,https://www.linkedin.com/jobs/view/4371896867/?eBP=CwEAAAGdU_v716pAixZEuJaGV2Nlprsf8F0BGTrCFUsOgyTpV60-7nhX8fQtypEKFstIlkRWWIaVgaGzKzSF5Ii6k_80nhE_UyaoI8zxbNBDtN35g2mQHbxB0klURkkDlcYsrlPeZxWdGe3n9s1v3ALvfO68vs7JfupPb-_qR8333VYxQLn_hSR_ZiEO2JTj9-JsoN9ZJO_u7R4iNJ9XNJLZAY-7teBm64GdyXqfZz_Z4dTUZ8abXEOVCsrCK_LFGvLmlL7iADaQzsTtxKApcvXPjXEYsyL2qGvgc5Yo1qbjjc6z0269hSWbPJzN9WW5Wiy78ZkkM6TCdFXN2JbICiULH8RsuzVnLGcwhHbHR2C1-uVyZSVL5Eh_DbQj7gvmf6xtcr-XdTkeJP-j11ffjvvZUklcP57kpYY1ude5bp7RSSNhQqBCe8XbRqXFEFBzVD8roE9_VzD7s8Q4YjAE19h9B3PmMGz-lhafxCgfWXo&refId=n4JUhWTHJRirjOXF9zqyyw%3D%3D&trackingId=a83fq8geSQvwvJS715tMJw%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Engineer (m/w/x) – Forecast & Replenishment,REWE International AG,"Vienna, Vienna, Austria (Hybrid)",,missing,25,15,Snowflake | PostgreSQL | Google Cloud Platform | Java with Spring Boot | Kafka | Supply chain/retail domain experience | Data engineering focus vs ML research,Should not apply - this is a mismatch between research ML engineer profile and production data engineering role requiring different technical stack and domain expertise.,https://www.linkedin.com/jobs/view/4369498520/?eBP=CwEAAAGdU_v716Z_Gy43DmLr7wi4g3upjPEk7xQQpTbmMXI31wTm8qvD7hbsxXS0sohFmqGQ9KgRtlYRNaMqADABimlNcluWV6EOr0thCPvTl3LrBaz8Z9zIcqGsIBhzIDvGY7BBHLTX9z5HfXfpxVGytZswQGNZK83WIHKKMIRdjTRPBTegnXwtDIxLtTDn9B5hY-Ecj3iikCLSjFi09LdSxe6JPcZOBKl70NIX9xKIN_55awF65dp2ykVs0rMSkyFsjnZ5QD5HfbhCufWIx2gjg9elGypa1GfPGrYsBNrIDaJDX_oEpJRhj0S1u6K8WBESn7YMbvShsliX_nM1xVFz3pI_KuSOhFcvOmZgRH0ViMofbqBloPLkKDG0_sA1vruMYxMg-PuUyZwLAIUiNQSOEZBFEgFYVdlFmr-FsspdqT60Ieip3qmqlDPbC6OfrHPQLLcPEB8lELHSmeNkB5Fvv-iMsq2rE3FmMBB373U&refId=n4JUhWTHJRirjOXF9zqyyw%3D%3D&trackingId=9xd%2BVaMWN1TNWN%2BppGx0Cg%3D%3D&trk=flagship3_search_srp_jobs
"Sr. Manager, AI & Machine Learning",Zapier,EMEA (Remote),,missing,25,15,8+ years ML/AI experience (has ~4 years) | Team leadership and people management experience | Strategic planning and business alignment experience | Cross-functional collaboration with Product/Engineering teams | MLOps/LLMOps at scale | Portfolio-level business thinking | Experience coaching and developing careers of team members,Should not apply - this senior management role requires double the experience and proven leadership track record that the candidate currently lacks.,https://www.linkedin.com/jobs/view/4374838651/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=EH44MRRHMu11GKE%2FhThZqw%3D%3D&trackingId=%2FkHOtdIrmGlUO%2FJW8sVrbA%3D%3D&trk=flagship3_search_srp_jobs
Principal Data and AI Consultant,Zühlke Group,"Vienna, Vienna, Austria (Hybrid)",,missing,25,15,"8+ years experience (has 4+ years) | Consulting experience | Business strategy and transformation | Client-facing sales and pre-sales | German language proficiency | Industry vertical expertise (banking, insurance, manufacturing) | Data governance and AI strategy | CxO-level stakeholder management | Workshop facilitation | Proposal development",Should not apply - this is a senior consulting role requiring double the experience and fundamentally different skill set focused on business strategy rather than hands-on technical work.,https://www.linkedin.com/jobs/view/4328469992/?eBP=CwEAAAGdVABRnsE4k9emNbG0wOpXADB3VsKhq69sVgPElkSRe9HJu3r0ztADr1qv1TL00XfarLId1F8NrWt5YMO-i5PvBbqIebeCwsu3i0c0yp-yYB5LHvtpVlbInQRVo585zKHolm3pFAQxGpLdagZ-3vx6SM518L4tnw6zusmzTxBMi3ZQJTlxAztO8-7YTNusrzPY8tFds8Wcd7jtLkjMjAGt1FaFlgdTzS0faRxpoQtMYNFrRQSN9AwYSc38asFTmu2lFHKRXYvt58qxkAX-u4UzY8riaHbN31ZGjp3p1aJPUd6jN9XZLdpGNiiXEYBqi9l4l3-g_48oKT_Kz1ajtXidteTi1okjN6pZycXiYQK9UeWivoRFdy_jvUszYQFxNT1N3jUQn_KI_IYoSDBqw4OXltVkKwNP5Ni9pvXYodlzG5fVrCXwmOM9kK9JN0kQIhcPT4RQcF6IBmFDwwoIJiZm8KfPhWzqH23R-C0y1HDL&refId=hdo7mAezZL5vt%2Bnti8R5pA%3D%3D&trackingId=z8jr27SN%2Fe5eNoJeeXi0Ow%3D%3D&trk=flagship3_search_srp_jobs
SAP AI Consultant (w/m/x),NTT DATA Europe & Latam,"Vienna, Vienna, Austria",,missing,25,15,SAP Business AI experience | SAP Joule knowledge | Agentic AI for process automation | SAP project experience | SAP certification | German C1 proficiency | Business consulting experience | Stakeholder communication in enterprise settings,Should not apply - this is a specialized SAP consulting role requiring domain expertise and German fluency that the candidate lacks entirely.,https://www.linkedin.com/jobs/view/4390032982/?eBP=CwEAAAGdVACZl21-Ult1G8rIYIh7M3bwXg1iSMXSrBkFxtLPgz1REyLAA0rmK6Fsi4tbZQ9x4WMd5vffnX7Nkzjy70XYrOqiDLsz8emqHHLHbINhZiEQHtmEl2dIH-4HfgcspQk7ruFqrXxn_ypWFUozTU-APLMR6M618IOljSCxeDk7fK7JvIRUQEQPHt7jdDUtn8V5qukgxgYTY5NzmDjI86mdM5Yzsusngin6-VMhBekL4KTuuBq6Ah79MVzdfGJj57JnpqHT2PCRXDjhuSkRk0EQDwMwKQFC8IKQMvyLOrFD-2tFLuaq-4um7wQnzKUOoxc3UQaUqSOc9fQITohSLTxQZC-hTNwqxN9F8MpGD1VN1sGUGsYK_Y2Klox-M4CAawUxOMTby-Yi2VWvEGP0UvbAp124FefWrNEqRVRmLwon0FaDVgJIXgkaRBX7Ku6XTTkNhbHETltVmNq_rXSzzd8cDd8T-sN-pQNGfURP1A&refId=PiNN3akXoeM8AeqfW0Q3FQ%3D%3D&trackingId=GuTUoB6k%2BFKG4L36ZYOLlw%3D%3D&trk=flagship3_search_srp_jobs
Head of AI Engineering (m/w/d),solicon IT GmbH,"Vienna, Austria (Hybrid)",,missing,25,15,Leadership/management experience | Business development and client acquisition | IT consulting experience | Team building and P&L responsibility | German language skills for Austrian market | Strategic business planning | Customer relationship management,Should not apply - this is a senior business leadership role requiring extensive management and business development experience that the candidate completely lacks.,https://www.linkedin.com/jobs/view/4396657042/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=%2Ff8cYONN72mjZSV5%2FpaXfA%3D%3D&trackingId=ASFbxUiQDVbHOe%2FjgBhEqA%3D%3D&trk=flagship3_search_srp_jobs
Level Designer,Moonee,EMEA (Remote),,missing,15,5,Casual puzzle game level design experience | Game design fundamentals | Difficulty curve design for games | Player progression systems | Game mechanics design | Mobile gaming experience | KPI optimization in gaming context,Do not apply - this role requires game design experience and creative puzzle crafting skills that are completely absent from your ML research background.,https://www.linkedin.com/jobs/view/4394080735/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=vS1PDguKwI4C5fFrvaP%2FEw%3D%3D&trackingId=cChRvy%2B4cBeEpd5dZvPilA%3D%3D&trk=flagship3_search_srp_jobs
Software Developer Medical Documentation (m/w/d),Dedalus,"Vienna, Vienna, Austria (Hybrid)",,missing,15,5,Medical/healthcare domain knowledge | Medical informatics background | Hospital/oncology experience | German language proficiency | ORBIS oncology system experience | Medical form configuration | Healthcare software development | Cancer registry systems,"Should not apply - this is a medical software role requiring healthcare domain expertise and German fluency, while candidate has pure ML research background with no medical experience.",https://www.linkedin.com/jobs/view/4384314739/?eBP=CwEAAAGdU_K0PgTOoi1-FoJh3vS03Ma0JNpsrVkt0wv3z6P5XzCpdB6ZOkqHRZLjkkOJHLcF6HSgcf2W8JH0hMxQWq_DFgbx3pwFOb6tifumiQFg4coL47VkAkCMCUo3HlOoXD0M0ngYkg5vlgjVG9HC0ATOW8y_Yii7dbiveWWNr1hu8h4ieDuAxbKpTmydCgkWZtfsP9GhKhLXbqj9gPFcT7VenhcV6yBzbVvO5AD1Q75RsYV48KTjjA9veM5KFPMpV8DnXT_6O_0ZhKB1s0WvCP66voEtDtzekBJfRfRrFwl4RpcQNSMgtk_kxYHuQNWsMhhD192fa4keHvOL_kLuMdeaYXj4OYAq8YEyUaodkSgCyspUnTb4bFoFHZns_Kki2Hlbw5T9rr2sbTaClWq_Xa2cPZBrXq-xyXemoxC06cZiW88Uj0n09ghGHvF9qnW6wd0AmVvOOolS-Lpg_Kcn0adXShwwyRL93Xdb1o8XwA&refId=nqFcEen7o2swW1OErM9KdQ%3D%3D&trackingId=nF3MjytgCLijoAyqySKQBw%3D%3D&trk=flagship3_search_srp_jobs
Test Automation Engineer (all genders) [Wien],adesso Austria GmbH,"Vienna, Austria (Hybrid)",,missing,15,5,"Software testing experience (requires minimum 2 years) | ISTQB/Tosca/Selenium certifications | Java/C++ knowledge | Test automation tools (Postman, SOAP UI, Protractor) | Database knowledge (SQL, PL/SQL, Oracle) | Enterprise applications (SAP, ServiceNow, Salesforce) | Manual and automated test case creation | German language proficiency (job requires 'sehr gute Deutschkenntnisse')",Should not apply - this is a complete career pivot requiring 2+ years testing experience and strong German skills that the candidate lacks.,https://www.linkedin.com/jobs/view/4370503347/?eBP=CwEAAAGdU_PJoNLkEp4qVGc56VXY0d_M7Rn7hktQfyIUdCbzeSPFRRSPyTSEn4p6ejWNgWSpp0MHKyttkiLae0IUn2o5dikUY7Y6n0psV7Ac5htSjJ0F-dh4Hcq_IiMN3YjdXsWod0YHGKvLJeZ343Kh-L5TX01sPOZzkSh-BlPLg-8MMwjbwLofuWz1SA5gYI__MdbrAnxDujtxMfh_qMYrejbOHzCti7H5ImS0X0irTldkE13sCDftP8wEM9Ccu9pNgdC5KRgSOtKqLrBCzrpc9rNaLzeO26FP5rqaJxr2z4-oqZrmzt2gSvXyPIQ3kVkOchRyqmBvmS_rmvnV1NNdlzRV3wKGfX_IUXlV4zrpsvQ2x07xVnUJBD2B0oU-oyecCc4XkHHQinsfbcy21sphRN-_YYgUAdGkXo4704w72gfxGlFj3A1sbvff8mHFi7d9eAzHWmFLSU_JK0I_a1OFBwkswKcmMPYYH5j8&refId=U3n1YjxCdjqWpAmnwUn%2FXA%3D%3D&trackingId=ogkFLmHlnn7JJ6J2jcZaeQ%3D%3D&trk=flagship3_search_srp_jobs
Senior Software Quality Engineer (m/w/d),Wüstenrot Gruppe,"Vienna, Vienna, Austria (Hybrid)",,missing,15,5,Software Quality Engineer experience | Quality assurance processes and standards | Test automation frameworks | Agile QA methodologies | Database design knowledge | Architecture and design patterns | German language skills for Austrian market | Financial services domain experience,Do not apply - this is a fundamental career pivot from ML research to software QA that requires completely different skills and experience.,https://www.linkedin.com/jobs/view/4326335915/?eBP=CwEAAAGdU_PJoGw2AXDUCpm3hKq_YZX-vTgw5kv272m3C4_Gf8ozWkD4FSCL6NGGsBpvkLd_CHn-GWdkRRgIZDOJUieyW5Fo1NSBDcEF6edSzzkDRVy5hh9C6u1BIfg8gNeRaSR-QWtFnM6fEmC2oQmlmBjUzEQKT-ZnG374mcMhec0inaoVRSAMR_SQqMVp1Old5v3HSHY-7-LuccFO4wh_FJJAOJqkVTje-S1A98D2Y3YuXQUb36CJ1UcAsBMsKV0OV5qMyHBcvnM6tnlXwQqF3sS2dQqkkWtcIh97_tLNyVXTVYsziAKP7YuX2JyaUluNF3_q2EXHnsUjH5AyvKTr5ls62yoCP--qu1x_IfDkMN_kbIqyY7ZO3dNMBF_qODym_9e3I2qVL8sw0SohCgkFJF75PIaQpQFmU7POQeK2jdQa4_R36pwb5xBTkIr79iuhhJhUKtXI4hFzpqfIFg2EFl6lHcW5oo6fhE12dAY&refId=U3n1YjxCdjqWpAmnwUn%2FXA%3D%3D&trackingId=u90TG8JsshtaGnMLsTkhkw%3D%3D&trk=flagship3_search_srp_jobs
Trainee System Test Engineer (all genders) - DE,Frequentis,"Vienna, Austria (Hybrid)",,missing,15,5,Windows systems administration | VoIP technologies | Network administration | System testing methodologies | Integration/regression testing | German language skills | Hardware/embedded systems | Telecommunications systems | Quality assurance processes,Do not apply - this is a complete career pivot from senior ML research to entry-level telecom system testing with no relevant experience overlap.,https://www.linkedin.com/jobs/view/4392598760/?eBP=CwEAAAGdU_PJoC38w4Ophi07q-WR1UjdvNNyHECc9dXxILTHQ_Hpjfk11mb7eqLqtWT37Uiiwu1bREeWDuNlkAGUXAwaoGrZQ2ZoPHGCvLPx9IFe8wsdxkc5rMukv-LywNPyWgkThC3re6FNx9G7Oz48CcVBujmoADjepQR7RK5A5VtkkvMsbcX7UfDdgDYplq5C2DluPuQ-uEETs9jlLM5jP9frGBoKeH1w-v0dis49CazKiZn5H_e0GLla40EEOVkksbpt9FGg42OojJGaU3waXNsD8KxLPY0M4i85y5mJofMUW29Chypsoi_Wo-kQiGSsup8yGDVdjOngLVHMw19OwacqSn2zYSPSngpRkrJi2iS3xmrmMkMkcF_EERFd7E2MG7BJGTAGcOauPDaA7FmOB2L3F7MvycXWtGLCmpziNs6MRP75DdAPzh-TmtJxxR-8W69zckiYNwskAdV6Pgc9Sn4Un5ZAfUIetxFpUOmFUQ&refId=U3n1YjxCdjqWpAmnwUn%2FXA%3D%3D&trackingId=d8qk3mY2q5BHuXXefTfSaA%3D%3D&trk=flagship3_search_srp_jobs
Senior Software Engineer - K8s Operator (m/f/x),Dynatrace,"Vienna, Vienna, Austria (Hybrid)",,missing,15,5,5+ years Golang experience | Kubernetes expertise | Kubernetes Operators knowledge | Object-oriented programming in systems context | Cloud-native development experience | Software engineering in production environments,"Do not apply - this role requires senior-level Golang and Kubernetes expertise that the candidate completely lacks, making this a fundamental skills mismatch.",https://www.linkedin.com/jobs/view/4382126716/?eBP=CwEAAAGdU_PJoHny8KrIHCwrP9uSvRPe_wK2oxg-_s6EDCiH3KRe21-f5JI4BQseKeZfBbAPe_3o1b3m5o2OyvhCXm1rz0xcpYIi5nLhA5MWfQrQlYVNiScKoTBzpHwnzj7mHVbbkBiBwie4mrGZaObJZEusugyQ7-mUiz4a42Hbjw1cQI1WzV9xBQ34fp_CcpI28MuEhxI2_BVV2180mAWFJ5Nz2b7ALjCFPP-DwvuevUikES7oqeO255hLVR0IbM0uo8ymnQxWlknjLF-Sf9hLYauP0oGGd9S2zG-Ena6n1kHcx1UfZG3poUBbWC5PDBv1xrUAJtBxiYwGdTusGwYrkuzicdfgejq27PhJ6F-TYbwUxyBOwicVzAeGLzW9WaAz1wlePMvAEfp5w1fpncQzKXUJnUFfNAuWYOrALAW5g8DYT8cX_2fJ_ApyFguXUXdgOlWd6edFjvjBm77TG3tEFOeUVDvaCCwPiijAJKY&refId=U3n1YjxCdjqWpAmnwUn%2FXA%3D%3D&trackingId=ILsHqhmA33H9UwOYeMI6PQ%3D%3D&trk=flagship3_search_srp_jobs
(Junior) System Engineer – Hochverfügbare IT-Lösungen für Helden des Alltags! (all genders) - DE,Frequentis,"Vienna, Austria (Hybrid)",,missing,15,5,"Windows Server administration | Network technology (Routing, Switching, Firewalls) | Virtualization (VMware) | VoIP technologies | IP communication systems | System integration experience | Cisco technologies | Installation and configuration of enterprise systems | German language skills | System Engineer role experience",Should not apply - this is a complete career pivot from ML research to IT infrastructure with no relevant system engineering experience demonstrated.,https://www.linkedin.com/jobs/view/4370977661/?eBP=CwEAAAGdU_P-rkMCWvnDJg5tj7Xn5Jn3SODJ68A3cQ16q_XtbIO357F0A51M18vQvPxjktDtq54K3j6Amn4k7wJ5D_8IRoFmP6f06PSgX0p8v365JPrm6lhSaFnbWTqumqKnvw-KgKe7eoRs9zbJtqpnGtc_Qnz4rmOd1d1_Re-WE4-QFLHnLXqZMjo3GmML25iItdBd_nVMY1JxVcgAIUq_ww3eXbPWJcH2zpGe3ICQY72cJpjDFA_R0fQscegOFfY4EWt0Y2Xd0gbuc4zJ46mgUkwSsr4YxU2BYPTqB8RN96n8_ZngAf-B3BJ6oUH5I8eFf7j7ufMMeT-1mTJCkNo9xxdIFbVbm7HC02zhG2qHTNxJwLvCsJQL8TwgBw3dUehpGiMtsh8mL9bPvg-o0vwFebuSg5bPR8TpGxCu3xQKucRLulMZ6WQu7MQSgcHFPnVYl0AQ_D58gsRIZTq_9cSzO13UelFiwWASK_UagbK8VQlbJtk&refId=oQYP%2Bp3ys37h4BFQTIKLHA%3D%3D&trackingId=yqHEoyF61uvgV8lqbUuE%2Bg%3D%3D&trk=flagship3_search_srp_jobs
Fullstack Developer (all genders) [Wien],adesso Austria GmbH,"Vienna, Austria (Hybrid)",,missing,15,5,Java | Spring Framework | JPA | JavaScript | TypeScript | Angular | Test Driven Development | Web application development | Frontend development | Backend web services,Do not apply - this is a complete skill mismatch between ML research background and fullstack web development requirements.,https://www.linkedin.com/jobs/view/4370388749/?eBP=CwEAAAGdU_P-rpvoTVh8L2k8PIR7LYDCmLQp8edXSyyxb5hDVMtzPijClps8awC8lpuAZxxdsd5ofaOwoKXtuFET8OIUarqbF-19UbyXe6CSNxl_F7eu1gcYSmx5irrPha-DZvPsdxxpYU3LiSCE_VsDggE--Jnp--U9hPIImfy964Ebm9sW5j-yCOGSSybl7SL2_XfaoY5iSTQvh0-ph-HnV4up8N4bssiT87-NI20Ij3Lic41rNG2hXVZgc3PIi9BfULdzAMMogllyx-rrMBs1p-0CzOCiieGADeep9geoeL5rCNKkB4H3uw6R-Ac3TrbB5p6vKS2VFHj8X7IpeJ2kH29hS9G3RdOe57Nh9euhrFL8fAsstg-Yi16tZ-_6Og0xgPAqE7Ovg-20cGZIyROhC2CLHiHpZa7-eHhpLGvLXRGdC1lbveI4HTzC3vRecBbeP6zLpLnVs0iBR0Hx2RcaWVL3_Z-IdAF_4H6E522ZBGns3bs&refId=oQYP%2Bp3ys37h4BFQTIKLHA%3D%3D&trackingId=dEHUEo%2BABNIUVdEsVOtrOg%3D%3D&trk=flagship3_search_srp_jobs
Web Full Stack Developer - Intranet Platform & Inhouse Apps (m/w/x),REWE International AG,"Vienna, Vienna, Austria (On-site)",,missing,15,5,.NET framework | Java | JavaScript/TypeScript | HTML/CSS | Frontend frameworks | REST services development | SQL/Oracle databases | Web application development | Agile methodologies (Scrum/Kanban) | Windows Server/IIS | CI/CD pipelines | German language proficiency,"Do not apply - this role requires a completely different skill set focused on web development rather than ML research, and the candidate lacks nearly all required technologies.",https://www.linkedin.com/jobs/view/4394616863/?eBP=CwEAAAGdU_P-rhcZ79SmRBWTkIHR3GIy45RHqYoKSeJtOR_LsWKaQaLQVJqfKEvG2aLjh33VPr2mSajU0MpmXwfR5ld3MItJNLLyhWjJoB5sYGiaAd9kv1z6U7FnHODQie1tYPlhQHokV7W_t6IR0N98fXM2G4UmkasrIOUwh2C8i7g7C4z6G8Ilxh6fAa7vF6zwb05GnzHduCmiezr-UniEDix4Lz0TDFzk4GcBNe4qvI_wONIhidiuismncZquWWkOzsdk1p4NtndaXt6M0LzWwtcwM3Gj2-GoIrgKOhGL_kR1Pii0wRK77rn-Lm8iLO_0ufSDkicQDScRLTdwiDPzezBeVy36uA71kb16lNfVYNlP-dN9dAJfGF1R2FRWovTk5nuba_K5-fsSL_5uqWipsIYRgU2K5Ub-fJmnOLyEl_DaDYVy-FE-d52nYTumTTQRhWCw57QYGeF7&refId=oQYP%2Bp3ys37h4BFQTIKLHA%3D%3D&trackingId=OFOjBflpydLK%2FlkcCIZ%2FQA%3D%3D&trk=flagship3_search_srp_jobs
Senior Backend Engineer,Journi,"Vienna, Vienna, Austria (Hybrid)",,missing,15,5,7+ years backend development experience | JVM languages (Scala/Java/Kotlin) | AWS Cloud Services | NoSQL databases | Unit testing frameworks | Backend application architecture | Production backend systems experience,Do not apply - this is a complete role mismatch requiring backend engineering expertise you haven't demonstrated.,https://www.linkedin.com/jobs/view/4378819987/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=HGJ8MFn5eLlVoxUKQrqIOw%3D%3D&trackingId=udOk%2BfGL%2FTbHkr7hDecRFw%3D%3D&trk=flagship3_search_srp_jobs
