Title,Company,Location,SalaryFit Score,Response Probability,Missing Skills,Verdict,URL
Technical Support Engineer,Fox ESS,Austria (Remote),,15,5,German fluency | Solar inverter/PV systems experience | Energy storage systems knowledge | Technical support experience | Customer service experience | Valid driving license | Willingness to travel for on-site visits,"This candidate should not apply - they lack the core renewable energy technical knowledge, German language skills, and customer support experience that are fundamental to this role.",https://www.linkedin.com/jobs/view/4389090554/?eBP=CwEAAAGdIiViHvgCZgbMZeHMq0ECVbEu5oKUrzLgw80_IiQ4eQsVM7YjFMcjY9J9dYCebX7w_gwjMSwIM41l2JfXCyoj0IlmPNDWF83OiOk1vV0oLOLdXK5FFFML6DEIh2665zqillJb2t_H_RW2koAXMd7oQjVAlMGOYeNXS3qEDc5UOfDBnYP11aUn4bie_wMMc1oBBr2Fp4sDSQpt6svtoGgR55MGRN0iUL74-msbZDyue8WcqV8nOmYZPbJxR3SQrhFEf3xumBIwRWOVSYF0phxIkSSbFcqI4dnH1LGX4ZUXSQasha13so8Orn1SjLERxq5UkjkpwPIyYHEWIGiJy1fNCUdtu1os4lPQpeN0lOr-orpHZpU0ckpzzgWjvpuwid8fixmdwSedsTHkJiIPqHcSYg3kPcpMqYFqbJrL8Knctx1nA8kOWFvIz12YTZTvM0OLPtb51hRtLm8UA12qko7O68e90btFy4XinXLoUs4c3CldLDZ7Kg8V68I0VgXsoyJ37nM4qB30dp25HkmiQi8G09SpkqygvyJeAN0&refId=1OWbSZa5SBuY2vQx16u58A%3D%3D&trackingId=GrUjHHFmepq%2Bu7kPwSAFYQ%3D%3D&trk=flagship3_search_srp_jobs
SAS Consultant,Archer Recruitment,European Union (Remote),Up to €500- €550 per day,15,5,SAS expertise | Data migration experience | Actuarial background | Financial services experience,Do not apply - this is a complete skill mismatch requiring SAS expertise and actuarial background that you lack entirely.,https://www.linkedin.com/jobs/view/4388342173/?eBP=CwEAAAGdIiViHnsbmkDPKLaOhOg-j-dEnNBOd4j_wsIb7pT3jDo5TKCcCilSXZkNlXP5nLSXzj1sZU-A9QG90OC2-FZT8B09kl2tCmI02zWNBHG7nmeoLthW3YHoFfozDR01JP0gL7lBxAYWMxvaURmYpccUvbJj4O6Xo65TOwTTiPB-mQKSPsynWmdXdeS79T7v1rOZkKqX49PoNllXv8v2tCvslbi5teYUNuJGEbDP_4fmkiOaD4etHHC49MHl6HzRzK2etP8KPaBIhxx-xrTX538zHmWY_qi91wiwjuNKlrsgq0fF1RW7bHafaXIckG19_uWSjENCG1wdjT-IySaKdPU6xF20nqFpdkKNAlRfahcezMKDbPYcq6I1toFVXoVQrNom6jdBw8xBRS2-Uvhxir3XjR7PZbVlKGRO9y3lVz_5Ss9of_RkWw4MkREeZj4Fye7TtNw9073dg3MK2yk4n73gKpQe-m5ABEBbKf26AOj32h3F-B2zyyh7KTJjYuZSYfiSuwx4q-Hh2kugcWif_V6bgWzfKlYVD097aPU&refId=1OWbSZa5SBuY2vQx16u58A%3D%3D&trackingId=qSv3mm8%2Bs2XNlnEfUaycdw%3D%3D&trk=flagship3_search_srp_jobs
Financial Instruments Specialist (w/m/d),UniCredit Bank Austria AG,"Vienna, Austria (Hybrid)",,15,5,IFRS 9 knowledge | Financial accounting experience | Banking/audit/consulting background | German language proficiency | Financial reporting experience | Hedge accounting knowledge,Do not apply - this is a complete field mismatch that wastes everyone's time and could damage your reputation with Austrian recruiters.,https://www.linkedin.com/jobs/view/4371960571/?eBP=CwEAAAGdIiViHiNJ_gyDw7faKdLNfs5zSXYYNiGdxg6YlyxpDQXcsl_iP7bgdwpyEADGJqzsd-vXU9K1jxtZJO2XFkAV653QSxVVK06IECvgrPwKHLl4X1GvkfXjRRA2exh1zAsLWId6tBoE6KynUPdPlFA1za0DdJuLCwHNzubtD_NzxtVSRivCNampurEUeLxUgMLE4AQApI8QFUfK3pUKgUMeJye6djdTm7lCPvT2C0T6eeFZ_Cm9wq0GrW7LKL-yDaSe7HWqRmCa7xXo5CBalaluxsxGKIEeQPMwRMO1tChBk5dL6r7tTIdWsh5BbW2gqRjlet6ItHjUPZRn1vErrtvG2fy45xw5BhUONgC9mHfl9Vqwgl93lSk2a1cQVEGVoHGEzM-sg89OGcFhfnPd9cjMXNuLEURy4a0USAf4M7WUeYLRzkUR2lwVrjEaY-5tIIU_3Xsgyklg6FV4xQI4jQbP2FB8u1oZzP-lzux8CQiKaN9BB7glk2S6QD4H5YsAllO5NkJuQW57DQjfamb8L5KZ7xj4JKtX6lci&refId=1OWbSZa5SBuY2vQx16u58A%3D%3D&trackingId=2uNnhVGIly4FmMxI%2F6SX%2FA%3D%3D&trk=flagship3_search_srp_jobs
Radio Frequency Test Engineer,MARQUIS TECHNOLOGIES PRIVATE LIMITED,"Vienna, Austria (On-site)",,15,5,"RF Drive Test coordination | TEMS Cloud/Paragon | Actix | LTE/5G networks | RF parameters (RSRP, RSRQ, SINR) | XCAL/XCAP tools | Telecommunications experience",Do not apply - this is a complete career pivot into a specialized telecom role requiring specific RF tools and domain knowledge you lack entirely.,https://www.linkedin.com/jobs/view/4389043383/?eBP=CwEAAAGdIiViHu8O5dR1aU0FRP27ukPq0n1rcIhKLOEud9r2dSg70U8q1cpi_UzSwtFKkDvvfF3UrLEFjdzm-ht33RFocnHT3bOAviVizcrQ1SPu1gGj-jmUxclAfH2GLIC1TugSQ8TpKpeXXWTo0X26ivr3S5QmLMlBFkAfTNtWpkplN10ncYtiPxyiiiMX9gNFRn9-kuyNL5n5NLY1YwZAjoR_nkO2VDTZBGelPi2XTKaN2t-wETBpqYMNod9SY1mEnmZDvYNL-1IDHbJh5i-i9ZLCtHiHhTno--51CXiC47YSzAUAjil8Q-di3kPHsBp4GSDOESsvoDaijFOA1Wjy-AFbflJgul5Zl2hAAwK1TNv_HvMr8YgJX6WfWsLxGWki5aKI00diz_Cohp3bWzskZGfg7lCfMFJp1lGwwL3DgDpu8Rhcgt7MHAvfkBOXg_y4d8IoYjOCaWjTYwOnZXNj8npCtWwGOh1RD-B2-bAqLHjzw1h86qpYk2u0PoDirFxnhZcvfe6Yez53_OObiMTIOQJYpNJK1TvsbZ0a&refId=1OWbSZa5SBuY2vQx16u58A%3D%3D&trackingId=IjUYFhagUHBrHeQNEkCBRg%3D%3D&trk=flagship3_search_srp_jobs
Business Development Manager (Geospatial Software – Europe),HiredChina.com国际人才招聘网,European Economic Area (Remote),,15,5,5-10 years B2B sales/BD experience | geospatial software industry knowledge | customer acquisition track record | channel partnership development | software licensing/subscription business models | European language fluency | existing industry network,Do not apply - this is a senior sales role requiring extensive commercial experience that the candidate completely lacks.,https://www.linkedin.com/jobs/view/4389069211/?eBP=CwEAAAGdIiViHiNi6AYibs07KhnieBD2wsXULJw5vqZawbpW4bBqUe60dRNF5HlkhgU_rwoptTwy0OHSjE2RHPQ1FMCjI6-BJSF5t-8ZDP9VnyAaJ_lOg-ezxuCx2nWWH1riubyoCtd3sUpAPB0IiZC_MG6tF8ctp5Xo6J0uIZyY_DQ4vmKlav6hCPcB0XLXBjec0NbjfaYWf0ml_axIv7ek-6jaoCVYsvO2OKCXUdqEU-CFvDH2I9hzXU6p2uvtkkpngXyqcA9t-riu-BfNjbTIn2eQvhcY7oa2yLnji8KKEclE66-sBG2UfMJNCgvNNo33LzdvR7hmovBVJx1vIc00gd0-pc8IVj7LKY6xtgPobbMTTlDC-Ne8YrMqRH4_fdThHWKhXnVRKFk2ex_OnBE4smJ9IjyhcybuLGW2CgGQgBsrZ63AjF9D8jAVRYw3b_1AquqmeuTTnv8PTJk3BC3YFpWWUa14xpJ5v7m0V2HlP6-lJxo9aGIDa_lE7FzB2OkdgfBI-LBz5P7uubTdamluDpCBv6PgKxics4hgQ3kkmWxL&refId=1OWbSZa5SBuY2vQx16u58A%3D%3D&trackingId=FlB%2FmbhXG%2F6H45CG8I41Hw%3D%3D&trk=flagship3_search_srp_jobs
"Software Engineer, Blockchain",Paxos,European Union (Remote),,15,5,Blockchain technology | Backend services at scale | AWS cloud infrastructure | Security best practices | Financial systems | Workflow engines | State management systems | KYC/AML compliance,Do not apply - this is a complete domain mismatch requiring blockchain expertise and enterprise backend experience the candidate lacks entirely.,https://www.linkedin.com/jobs/view/4335421203/?eBP=CwEAAAGdIiWv6ag1zYGiGHT0c3JfoBDXAu8vkm11pq3bXjPdjnziGIwgzKOiQeQTwLUUbaj7uGL8dA0oZyCPdaoXcVyIil546bu2SRHN-WGVWhw6_ZZ_0piOKHctI2qvRF3bU1GrFFtok-oLDsy5iO1JaHOywQfzv6igBGsDF2SNb9BuFZPISMydosyEDEIGloOwgzSytzBYhBR6MmFAeZkDRgL947rJEeERz9wgxFPAqqG8OE0sj6ktAF7ErXQf-_OLG_4tMo71iTIVKdxFNerbBQn0bvRYvK6Nf0IpReZM6fXRic6wyblubgpEDH9d6iZbG0xhibzXQb0hTOhmE5bV8I3l2v4O828qzA-qLy3s_v2FmTCBYPLvaQCcvLO0FmBBo72nNNqcMObsa5WjSzIJJ3-ELGJl-CTmhuIE54F58Zz7J3tnIbGnQFtKRpyiwyiL9Zf-3FMJrKew5kg7iswJIW6_M0wagmNEZ0s0lOBvlrOI-h4u1epVanQGJnwZHeom45-cylUVcGPPju3qoOgiymSzFkQ0MzAf4vfZ6ZM&refId=GgFnf7Yt6GXuyhYjLmu7xg%3D%3D&trackingId=FiSpHOGBTx9FFTVMSRCQkQ%3D%3D&trk=flagship3_search_srp_jobs
Werkstudent Processes and Interfaces (w/m/d),Siemens,"Vienna, Vienna, Austria (On-site)",,15,5,"Current enrollment in relevant German/Austrian university | German proficiency (very good required) | MS Office expertise (Excel, PowerPoint) | Process management knowledge | Business process analysis | Process modeling tools (MS Visio, Miro) | Process documentation creation | BWL/Wirtschaftsingenieurwesen background",Should not apply - this is a complete mismatch between a senior ML researcher and a junior business process student role requiring enrollment and German fluency.,https://www.linkedin.com/jobs/view/4389809570/?eBP=CwEAAAGdIiZY6vhfspy_Jtz02upOclTB1Wbp1KhDULxVLod5z554MnIRdvwqFrLPYquLaJX6YjnICI4Mp7B8eKzkAtILnu6aGTNz_3ZITetgHCc3oCLzsKGl_DuF8Hygn6Jo-wKl-pHLEeKubU2E-gKIEyTjinat2pywfsPhJb2JbE3bCpkjqumpSavh9UTYPQtIewf09ddCBOqKbZzT49zDOE6Zk5C7VTuT7nICcvtvaolK6VpqEwVKnb4gi-Ab43hno0qeqfuIubcS1qPa4vRgSuUIxVVOoMVMRBtPAl-Nz8Y-iuZoFs_PBewLm2EUxvEoSxpuUFRQV6RPVUb7kjqmv3_6OH3groWGZp25aduNyMicbFA6rG-KbmVT7La8H5d-P-AkGyD0q6IQHKJ-qnmBYjGeez-cqJ7tJtrXpTMW7o6gFOU8Yp37wHVdy8dEcM74628iizmYk8nB0JMKZ4arrwsCgG32N_yFAL4b7OiuhiohjI-jROSBbBY&refId=ZPLdc4ACRoxh7O3pvKoljQ%3D%3D&trackingId=UjdsanEhaWO1YHAEreu0cw%3D%3D&trk=flagship3_search_srp_jobs
Physics PhD - Quantum Mechanics Expert,Mercor,Austria (Remote),$85/hr - $85/hr,15,5,PhD in Physics | Advanced Quantum Mechanics specialization | Advanced Electrodynamics | Advanced Classical Mechanics | Graduate degree from required regions,"Do not apply - this role explicitly requires a Physics PhD with quantum mechanics specialization, which this ML engineer completely lacks.",https://www.linkedin.com/jobs/view/4389260820/?eBP=CwEAAAGdIiZki6KhzcWUZB8xMmieEyFCCUxSNIedMyNck-s-fE-bcBMMSd2yKWTv-BNBugWQBQ19I7BpV2xaRNMgi6THuF5_ApX-vKJfH3g1GwDzfrqhZbYVNWXi4dxk3Ma0lkNChJrDHqNKUXymowpKYknxQ7A__EgBmPjBTS2Rcwr1rjxm5byByvxEGG8mvG15LcAI_DJYudja4-CndRIxj6nj3Tp0xzKamqlaFGcLKtYF1nYOiG-CTUhVafsUuXAdnWezOGV1ROD6HbVCoOhQs1DVBw7m1UOdZ2UOmiclBWQcn2Xx2rDesBoZ8hX5vGL-OzNOjNANcMjaGZJgYvOTkwd6dqGXnWlW94aCGTbWyjT6KX_vA68yYgkA2rejO-mbkwXydzO6CV30guAy30-mKdPaOHVieyusgUH4JtXGp6tZ-sBubpbClvxXBJNsfM758V7rBk5eaiwm1gAFx1BN7i9Yf9De1Qez8jJP7rwPzu0tqpDL01CGOFWtY1UCMJMtwqTiJv9rc6zRR3tSM5_oeywpms623bAE1gDw&refId=kZi%2BOvi4Cxa%2FJQJSr7wCZA%3D%3D&trackingId=1xSHssJ3%2F6crh9NZCpglXQ%3D%3D&trk=flagship3_search_srp_jobs
Lehrling Applikationsentwicklung-Coding (all genders),twinformatics GmbH,"Vienna, Vienna, Austria (On-site)",,15,5,Java | TypeScript | Web application development | Database experience | Austrian/German education system background | Apprenticeship-appropriate seniority level,This candidate should not apply - they're severely overqualified for an apprenticeship role and lack the core Java/TypeScript web development focus the position requires.,https://www.linkedin.com/jobs/view/4368715345/?eBP=CwEAAAGdIiZki0k6CZ_RsBQ5breWmscwqSW-SVIz5pSomUt3_li52ZverQ3b1L5SUuq9-x75dH3gnpZpByZRqahMR_tcBjcMW5thS4mMutRnBMeTLast7KiFbuCIY3D06a06tnXLIAICYv76a2WVQKDSE_MfqtKBkWfpECyozEDGnFjUC2z1qr_sUETPBFzIIlqFpeTj5J6UhM9ODxcgn7Y7L7SwORJHWasxqA-O_lT4UblZthc2Zm71_CShY10t7JHQYsi9w13tgIyfVct60d5BGuZe6LPgj3BtyBWu0bcOs0qdxo0XzFARokzewFj0785Zr-QFTYQkHRbZX52lLEwBxXjmJ_IcSfZBk7nU5eZhPkyk5mwtszlTzhzNWWnGf_f1le_EBwvWAUVPc0EUUSkaCtGMPOL3GpU03ssapzTFdme9UdIDQRUblVrvYL59xH1gUD7oaURzXcjopTQefOrcA_3ybkiWJXyvECSZdp3ABm-je9NSl66Q-4p7l-8RlQuKTkgKzEQNWZVcXQnL9rSbZbXsCAj0eVM&refId=kZi%2BOvi4Cxa%2FJQJSr7wCZA%3D%3D&trackingId=5D4R4Ke27v8lOqUyWaIQsQ%3D%3D&trk=flagship3_search_srp_jobs
Senior Physicist,Mercor,Austria (Remote),$85/hr - $85/hr,15,5,PhD in Physics | Advanced Quantum Mechanics specialization | Advanced Electrodynamics expertise | Advanced Classical Mechanics expertise | Statistical Mechanics background | Condensed Matter Physics knowledge | AMO Physics experience | Graduate degree from US/UK/Canada/Western Europe,"Do not apply - this role explicitly requires a Physics PhD with specific specializations that you completely lack, making this a fundamental mismatch.",https://www.linkedin.com/jobs/view/4389277034/?eBP=CwEAAAGdIiak3rVSygLNPVl8Cxh3vvLduhnNJNriRixkEQcxOwaGbHHxyTLI1E7fs2eXGlyXfVxr28P04IjWt92_uSlFWHU1lHLTarNbd7TuTVaBzy40ZK0U_YO6uUDjd2oRQzSapOl-jsjJGysoTABVl-mKwi8_vL5Vu0yJW46z7nBmrzOaM51XC8Tb0kCxw6D6ddI0rqfKi7ZxP6LXb_li5P2P5E5bWpq00zkTDMf7-jvZjKMcONdVuho_YS46oPdhr5mw8AJfHpT4Cdcq76Gi4B4fK2cbxZLsStkIb-I3L7bhE531E9OeU9nzCNHx5f6CZUp5p4laepufxttkwmOVuAiGfdcG9LVofvIbqEMNs2JV7eNGI6NcOz167n_3dAeopLP2mIooi93i9rH5e-hg7EXBC7pKI_d0JuZwETSy7zPDCnn3tPq1Bci5gUvV1jhovuizqMNshAivXp3aQ5dLNBlhd6dOWXUJP1VZRkO-hL5kXG4JczkHsEzCtwhODQPY0BMhZfBkepaFYRqbUBREI9VpDUQf-OQLuPSdi1cFbA&refId=gU6zF%2FMpTXte31mH52oM5g%3D%3D&trackingId=GjfOjDXGch3dKs%2BRm22Yog%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Engineer – RELOCATION TO MALTA,Archer - The IT Recruitment Consultancy (Malta),European Union (Remote),,15,5,Airflow | Kafka | Snowflake/Redshift | Event-driven architecture | Real-time streaming | iGaming/high-volume transactional experience,"Do not apply - this is a fundamental role mismatch requiring 3+ years of specific technologies the candidate has never used, plus iGaming industry experience they completely lack.",https://www.linkedin.com/jobs/view/4389769776/?eBP=CwEAAAGdIiak3qERFXZGVJOhdAgLd8454te7G4yxf6Zk81YjSEbsoiVYEvGEa7URQnfgEseH2OCmJD41Egq_jZShbJpyK-4nJFMDYT5j96APQOz9MKPEygOaRoDgfPNVcYvaa_1ehpnUmbbbtNlGHTxTt2Ebnnett3z4N-lKLK14vij-ZOZHntvpB0KejfmfmBaZ3VyGQFSXgfHgZTkzFt6TMwyz8ideWf7_OY7cOib_Sm-plveF-8Nkcn_AIadv8hy3zy1-suu6rnpTMHyILT_mFmbAi-Z46a-SDkL7R7qMhd4kY7dsl6DyjU9B8GOmuCfx7_YIaCmbmIaxxUrBVsBnbY5ERzThPL2wjMLC0qeCIFMFeXKMPBBtObqYcMYpOqgvkFObnASz4fOcM3dpb8FK6uehI6RDNhqvYJPkMM37ovyr8WEEyMwE-NpgIijh1uoy0FybY9HyBoQL4l6Ic8EHfLz9zfEwJpUyRmRLIZV9G4yIEIAXnfBJ1GnZwLNAiFE&refId=gU6zF%2FMpTXte31mH52oM5g%3D%3D&trackingId=ERYRyR7n8bAv1k9uClQt5w%3D%3D&trk=flagship3_search_srp_jobs
"Freelance Peer Reviewer, Civil Engineering, Mechanical Engineering, Computer Science",Cactus Communications,Austria (Remote),,15,5,PhD/doctorate degree | prior peer review experience | familiarity with manuscript submission systems | expertise in civil/mechanical engineering domains,"Don't apply - the hard PhD requirement and lack of peer review experience make this a non-starter, regardless of strong technical skills.",https://www.linkedin.com/jobs/view/4375222094/?eBP=CwEAAAGdIibpqbvupoUoaGF9WJAZKK_QIuYZl-aCt_T5GbwXFStRYDuT7vcuM03Vt4qY5aNLAtUOtJjNK_qof_FyeOP69-9D-6xGX-jOwyL8QmXmKVyBIGVNcFGMk4sPrqSHERaf3nvbNbORjC1xYCoMHxaFC1IPwg6QJP4VwwlUPhWfMsCFQileoluUKKWEk_dOxNTDZOACGnSXBK8YYkitiMe3FhT7SW0GNBQoPfhZOa6_NxHRyQRF4dHLnpEgwGKVPSgs9yJ7OMNmewWku6p0zJNVX7D2PfZrTnnHdT2TnQE3XeLGn2b-8JqFlBtHPtckAFRYp5xpFCS6Rfsp_C8Eb51n-HK-oKehKxZJxvYCNq9rEn_whxpYuObj6b2YnQo57sA4vx2FKxekije3Uc2IPgCKK7X_AvfI8Z8ce-9gJBtbXe5PsLtv0oZwduOS0HAYHRAznbcJf2s2moSwDL_jzfI36kbQgCNp-upjmitTEShysOwGP-43f2YN0896FD7COHz7aipBsWF6ZKuUrv1WcobpJZ4BYYUJOA&refId=guGioWkpFvcIn8mjPi2mmw%3D%3D&trackingId=rBe6iUjCMsfDVk3RgWNXaQ%3D%3D&trk=flagship3_search_srp_jobs
Postdoc marine evolutionary genomics,University of Vienna,"Vienna, Vienna, Austria (Hybrid)","What we offer:Work-life balance: Our employees enjoy flexible working hours, remote/hybrid and/or part-time work (upon agreement).Inspiring working atmosphere: You are a part of an international academic team in a healthy and fair working environment.Good public transport connections: Your workplace in the center of beautiful Vienna is easily accessible by public transport.Internal further training & Coaching: Opportunity to deepen your skills on an ongoing basis. There are over 600 courses to choose from – free of charge.Fixed-term contract and fair salary: The basic salary of EUR 5.014,30 (14 times a year) increases if we can credit professional experience.Equal opportunities for all: We welcome every additional/new personality to the team!",15,5,PhD in genomics/evolutionary biology | Genome assembly experience | Chromosome-level genome analysis | Genomic selection targets identification | Molecular biology lab skills | Bioinformatics skills | Marine biology experience | Mollusc genomics | Nanopore sequencing | High-C protocols | Field work experience,Do not apply - this is a domain-specific genomics research position requiring years of specialized training the candidate lacks entirely.,https://www.linkedin.com/jobs/view/4385064900/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=11eNYtjaHVZ2rr%2BY71R5hQ%3D%3D&trackingId=1X3LmRMw5kl5bPDpcUyjtQ%3D%3D&trk=flagship3_search_srp_jobs
Software Engineer: Tech Lead (f/m/d),CELUM,"Vienna, Austria (Hybrid)",An annual salary of at least EUR 75.000 if all requirements are met (higher salary is possible if requirements are exceeded).,15,5,Kotlin | TypeScript | Spring Boot | Technical leadership experience | SaaS product development | System architecture for enterprise software | Code reviews and engineering standards | Cross-functional collaboration with Product/Design teams,"Should not apply - this is a senior enterprise software engineering role requiring specific technologies and proven technical leadership, while the candidate's background is purely academic ML research.",https://www.linkedin.com/jobs/view/4387268491/?eBP=CwEAAAGdIic_LTdWJDQqryH8glEmABxj0066lplK7mDOhiLPgQkofl7uGtqpMYoQ4Kj7mzaY2-nw1TkpuhPAEKgV6MU1yD7onQ41bWuh3ZqO_Vsx0lO3oajR7DoU-OS6dcBjiVRbKzIyY89pa39UFHyvwzoMl03EBC1-BaFTxHvd2zWDwyN8_5g6-P7g-JVXMkdGsuZ_1V3aCVAXvkK6SZ8CK5bKUX9yGv4iIPmd5NOkvWK8hwwe3jGdCAIu58jj5reaG3uBRQaWJJYoz6CV7-Zpzt0fXF-If_3XIURzbt_aGg5ApTr0q3i8ghs-4vuDfVr7RBsT8v5UeKpXOM90Yy4YxqFo32_g_28e85USFVZZYMJJS2ujtzP7nfUS6x5CvKaASVdfx36JT5URSALhyTHWH5soR_nURaL0kNSzCJyqt40v3gIiUqH8waa5vbEFF55vjtmJzzm7IbPwtwAXSsxUcAPclolefVvVXaGI2ybzVl_NrUjtF42LsSO8_SgxSfimhnuplyS35FJiuNIpicxegDO2_zr3xsf7R_eD&refId=11eNYtjaHVZ2rr%2BY71R5hQ%3D%3D&trackingId=V5RufizMrk7RXdO6mD7q%2FQ%3D%3D&trk=flagship3_search_srp_jobs
Regulatory Affairs Coordinator,"Kelly Science, Engineering, Technology & Telecom",EMEA (Remote),,15,5,AGILE system experience | Medical device regulatory knowledge | MDR/IM regulations | Windchill/MDRIM systems | Technical files and IFUs handling | Regulatory affairs background,Do not apply - this is a complete career field mismatch that wastes everyone's time.,https://www.linkedin.com/jobs/view/4387967976/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=11eNYtjaHVZ2rr%2BY71R5hQ%3D%3D&trackingId=DWSSwMQWqv%2F6Ypeuo%2BbxqQ%3D%3D&trk=flagship3_search_srp_jobs
Pas-X Engineer,Blackfield Associates,Austria (Remote),,15,5,Master Batch Records (MBRs) | Pharmaceutical manufacturing experience | IQ/OQ validation processes | German language fluency | EU passport/work authorization,"Do not apply - this is a pharmaceutical manufacturing role requiring German fluency and EU authorization, while the candidate is an ML researcher with neither qualification.",https://www.linkedin.com/jobs/view/4385029596/?eBP=CwEAAAGdIieWKePnUJ98RxArAauSGE0jEhijIlrw_dZcfH9PejlAizSTiATjotKyI2ols3u-vECdCdkVPLulweHGSjOTHtsMVf59q0U3ynO2xA1g52MCEDtQdjKFQYioObB_XFKCzZDYnVUCiAfuchYMqalrmUDNN10ZlUFkPOQkOuvldMCNDjHCF-_Fd9Eig1ppUbwCKpsqp7IevJL5H5p2qYbggdP72wLHEdlWM4wrWFuKhqO-Of7-0J5KgclXvoxBQeiBrEs9A4G5vsJT8wD8pmv6wQABXw2VqHt_Nl4XgoWrZN7-5dsKjyTZs-QsSrsVvywpjgInN9lT6ff87k8oXgmqcq0QLLI6zwhFL3It6KLmsNnRSWR7W89v2H85aMQiZvAaJ1fvBs-dbbjpgPIaf-TtfOrfWgpt-RRccwIYOefkZCzDhD03uOrpVLWo8A33GlYY4uuESeWgb0YEt9NTrWlpU4rCjd8d57G48Dv5HkGq3kTFK_nhdbRaHGNdnveorrYJRI9ht1IQ3BXJZeByotqlYnbhKHdYLl7DefU&refId=TeSuNaoM1BWbirhOIupM7Q%3D%3D&trackingId=TuCA6XwokLJZIjv3EYGb%2Bw%3D%3D&trk=flagship3_search_srp_jobs
Equipment Specialist (P4),International Atomic Energy Agency (IAEA),"Innere Stadt, Vienna, Austria (On-site)","The IAEA offers an attractive remuneration package including a tax-free annual net base salary starting at US $86027 (subject to mandatory deductions for pension contributions and health insurance), a variable post adjustment which currently amounts to US $ 44820*, dependency benefits, rental subsidy , education grant , relocation and repatriation expenses ; Other benefits include 6 weeks' annual leave, home leave travel , pension plan and health insurance. More information on the conditions of employment can be found at: https://www.iaea.org/about/employment/professional-staff/conditions",15,5,Electrical/mechanical engineering degree | 7+ years relevant experience | Hardware design and development | Security systems experience | Nuclear instrumentation | Containment/surveillance systems | CAD tools | Electronics (analog/digital) | Vulnerability assessments | Image processing for hardware applications,"Should not apply - this is a hardware engineering role requiring 7+ years in security systems and nuclear instrumentation, while candidate has ML/software background with insufficient relevant experience.",https://www.linkedin.com/jobs/view/4388458869/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=TeSuNaoM1BWbirhOIupM7Q%3D%3D&trackingId=Axln8j56Mh%2Foz0HaIZHqOQ%3D%3D&trk=flagship3_search_srp_jobs
System Test Engineer (all genders),Frequentis,"Vienna, Austria (Hybrid)",,15,5,System testing and validation experience | JIRA/JAMA lifecycle tools | Integration testing in IT/telecom environments | Test strategy and test plan design | Customer-facing acceptance testing | ISTQB certification | German language skills | Air traffic control or safety-critical systems knowledge,"Do not apply - this is a complete career pivot from ML research to system testing with no relevant experience, making it extremely unlikely to get a callback.",https://www.linkedin.com/jobs/view/4360073007/?eBP=CwEAAAGdIif4goLHVlg6W-SmpoONz58z6vSoYTnoNPRkNoXhtdD5bOX78Oa9mV5dO1WAxG5aACXUdwpcCBqUo5VZQEwnwvFpJH5GouvY04YOixhEb1bJ0b26SNLaBvG2pf_i_ThbDR7P9-DWSCbLJ_17TNRol8C6ZxM3QDdA-PfB-V94H7iGoOn1kkbgwwxFN0d8Uj914FFiIVipFtY91pYxTUpNyGExk5BtUzlzFYYRf4J7uB-da6MOg-kq8fjjmSrE08V1Rw0W1zB80bZ8dVvrI4hljANXJDMPlCcvoTSglI1aaA35JbMuOC44FAiGzLXxo-QbFrDMkuUxFmSPp_DQQHywhNMZedRPuyTTWR2UNwHzfVj6dOMm8iVQwvXzzNP-APYL2ADziF0iQnsIsM2XBoZvB7Dsjd_YoNFFVrc0RyTX6HR8YzN_s-CTZkBwWxpeR3TUYlRN2Z7UH2oL6_UWwjoCec9cmOZCawz3xRFVOfFKieNSY14LyFPMyLJsTZ48W3Iy7kHmryU1EVDmnLLxMxD5sPdJihTN6g&refId=ov6C9g7aW6%2Be0%2Bbi9bDZ3w%3D%3D&trackingId=IT3egL6f8MxilUffuSvjDA%3D%3D&trk=flagship3_search_srp_jobs
